timestamp,link_name,rssi_dbm,snr_db,ber,acm_modulation,latency_ms,packet_loss,rainfall_mm
2025-11-27 17:59:58,Siège CNPS – Datacenter CNPS Kennedy,-58.0,21.5,6.77e-08,128QAM,8.7,0.29,13.1
2025-11-27 18:14:58,Siège CNPS – Datacenter CNPS Kennedy,-59.5,19.6,6.82e-08,128QAM,7.4,0.3,14.5
2025-11-27 18:29:58,Siège CNPS – Datacenter CNPS Kennedy,-58.1,19.5,7.06e-08,128QAM,7.5,0.31,15.0
2025-11-27 18:44:58,Siège CNPS – Datacenter CNPS Kennedy,-59.6,18.9,7.31e-08,128QAM,8.4,0.29,14.5
2025-11-27 18:59:58,Siège CNPS – Datacenter CNPS Kennedy,-60.0,19.4,7.18e-08,64QAM,8.0,0.3,13.1
2025-11-27 19:14:58,Siège CNPS – Datacenter CNPS Kennedy,-59.2,19.3,7.26e-08,128QAM,8.7,0.3,10.9
2025-11-27 19:29:58,Siège CNPS – Datacenter CNPS Kennedy,-60.8,17.7,7.70e-08,64QAM,8.0,0.33,8.1
2025-11-27 19:44:58,Siège CNPS – Datacenter CNPS Kennedy,-60.4,18.2,7.61e-08,64QAM,8.1,0.32,1.5
2025-11-27 19:59:58,Siège CNPS – Datacenter CNPS Kennedy,-61.7,18.4,7.66e-08,64QAM,8.5,0.32,1.6
2025-11-27 20:14:58,Siège CNPS – Datacenter CNPS Kennedy,-60.0,18.8,7.92e-08,64QAM,9.1,0.33,1.9
2025-11-27 20:29:58,Siège CNPS – Datacenter CNPS Kennedy,-61.9,17.7,7.88e-08,64QAM,9.4,0.33,0.3
2025-11-27 20:44:58,Siège CNPS – Datacenter CNPS Kennedy,-61.8,17.9,8.21e-08,64QAM,8.7,0.35,1.7
2025-11-27 20:59:58,Siège CNPS – Datacenter CNPS Kennedy,-58.9,16.4,8.29e-08,128QAM,9.2,0.34,1.0
2025-11-27 21:14:58,Siège CNPS – Datacenter CNPS Kennedy,-61.9,16.8,8.31e-08,64QAM,9.3,0.36,1.1
2025-11-27 21:29:58,Siège CNPS – Datacenter CNPS Kennedy,-62.1,17.1,8.62e-08,64QAM,9.5,0.38,0.8
2025-11-27 21:44:58,Siège CNPS – Datacenter CNPS Kennedy,-61.3,15.5,8.56e-08,64QAM,9.6,0.36,1.7
2025-11-27 21:59:58,Siège CNPS – Datacenter CNPS Kennedy,-62.9,16.8,8.88e-08,64QAM,10.1,0.37,1.8
2025-11-27 22:14:58,Siège CNPS – Datacenter CNPS Kennedy,-61.9,15.8,8.86e-08,64QAM,9.9,0.37,1.3
2025-11-27 22:29:58,Siège CNPS – Datacenter CNPS Kennedy,-63.1,16.4,8.92e-08,64QAM,10.2,0.37,1.2
2025-11-27 22:44:58,Siège CNPS – Datacenter CNPS Kennedy,-63.8,14.9,9.04e-08,64QAM,10.1,0.38,0.3
2025-11-27 22:59:58,Siège CNPS – Datacenter CNPS Kennedy,-62.2,15.1,9.35e-08,64QAM,9.4,0.39,0.4
2025-11-27 23:14:58,Siège CNPS – Datacenter CNPS Kennedy,-62.1,15.3,9.48e-08,64QAM,9.9,0.4,1.0
2025-11-27 23:29:58,Siège CNPS – Datacenter CNPS Kennedy,-64.2,14.1,9.29e-08,64QAM,9.6,0.4,1.6
2025-11-27 23:44:58,Siège CNPS – Datacenter CNPS Kennedy,-63.7,15.6,9.69e-08,64QAM,10.3,0.41,1.1
2025-11-27 23:59:58,Siège CNPS – Datacenter CNPS Kennedy,-62.1,14.6,9.94e-08,64QAM,10.6,0.4,0.4
2025-11-28 00:14:58,Siège CNPS – Datacenter CNPS Kennedy,-63.9,14.1,9.96e-08,64QAM,10.9,0.43,0.3
2025-11-28 00:29:58,Siège CNPS – Datacenter CNPS Kennedy,-64.9,13.8,9.87e-08,64QAM,9.7,0.41,1.1
2025-11-28 00:44:58,Siège CNPS – Datacenter CNPS Kennedy,-63.6,13.8,1.03e-07,64QAM,11.2,0.43,1.7
2025-11-28 00:59:58,Siège CNPS – Datacenter CNPS Kennedy,-64.5,13.4,1.02e-07,64QAM,10.8,0.44,0.5
2025-11-28 01:14:58,Siège CNPS – Datacenter CNPS Kennedy,-63.5,12.4,1.03e-07,64QAM,10.2,0.43,0.3
2025-11-28 01:29:58,Siège CNPS – Datacenter CNPS Kennedy,-64.0,12.9,1.05e-07,64QAM,10.9,0.45,0.5
2025-11-28 01:44:58,Siège CNPS – Datacenter CNPS Kennedy,-66.8,12.5,1.05e-07,32QAM,11.5,0.44,0.1
2025-11-28 01:59:58,Siège CNPS – Datacenter CNPS Kennedy,-64.9,12.7,1.08e-07,64QAM,10.5,0.45,0.1
2025-11-28 02:14:58,Siège CNPS – Datacenter CNPS Kennedy,-65.8,12.1,1.09e-07,32QAM,11.9,0.47,0.8
2025-11-28 02:29:58,Siège CNPS – Datacenter CNPS Kennedy,-66.5,12.0,1.11e-07,32QAM,10.7,0.46,1.9
2025-11-28 02:44:58,Siège CNPS – Datacenter CNPS Kennedy,-66.0,11.7,1.12e-07,32QAM,11.2,0.45,0.7
2025-11-28 02:59:58,Siège CNPS – Datacenter CNPS Kennedy,-66.1,12.6,1.12e-07,32QAM,11.7,0.48,0.0
2025-11-28 03:14:58,Siège CNPS – Datacenter CNPS Kennedy,-65.9,11.5,1.13e-07,32QAM,11.7,0.5,1.3
2025-11-28 03:29:58,Siège CNPS – Datacenter CNPS Kennedy,-67.5,10.9,1.15e-07,32QAM,12.0,0.49,0.2
2025-11-28 03:44:58,Siège CNPS – Datacenter CNPS Kennedy,-68.9,11.2,1.17e-07,32QAM,11.3,0.48,0.8
2025-11-28 03:59:58,Siège CNPS – Datacenter CNPS Kennedy,-66.3,11.5,1.17e-07,32QAM,11.9,0.5,1.7
2025-11-28 04:14:58,Siège CNPS – Datacenter CNPS Kennedy,-67.0,10.8,1.19e-07,32QAM,12.2,0.49,1.3
2025-11-28 04:29:58,Siège CNPS – Datacenter CNPS Kennedy,-68.1,9.4,1.19e-07,32QAM,12.7,0.51,0.4
